,Xt-3,Xt-2,Xt-1,Xt
0,0.07393450986851356,0.04831815461006014,0.04438521149110367,0.1796911092988595
1,0.04831815461006014,0.04438521149110367,0.1796911092988595,0.09381515569071562
2,0.04438521149110367,0.1796911092988595,0.09381515569071562,0.04089015478682163
3,0.1796911092988595,0.09381515569071562,0.04089015478682163,0.05820575037260518
4,0.09381515569071562,0.04089015478682163,0.05820575037260518,0.20467373444800202
5,0.04089015478682163,0.05820575037260518,0.20467373444800202,0.4234271240504092
6,0.05820575037260518,0.20467373444800202,0.4234271240504092,0.2108864990378551
7,0.20467373444800202,0.4234271240504092,0.2108864990378551,0.7508225435174732
8,0.4234271240504092,0.2108864990378551,0.7508225435174732,0.31077983954877614
9,0.2108864990378551,0.7508225435174732,0.31077983954877614,0.16890664984754322
10,0.7508225435174732,0.31077983954877614,0.16890664984754322,0.08188174656419858
11,0.31077983954877614,0.16890664984754322,0.08188174656419858,0.07739843244698161
12,0.16890664984754322,0.08188174656419858,0.07739843244698161,0.2721674975795728
13,0.08188174656419858,0.07739843244698161,0.2721674975795728,0.07840878504597808
14,0.07739843244698161,0.2721674975795728,0.07840878504597808,0.04415220771081821
15,0.2721674975795728,0.07840878504597808,0.04415220771081821,0.021348971368656173
16,0.07840878504597808,0.04415220771081821,0.021348971368656173,0.050379032873619556
17,0.04415220771081821,0.021348971368656173,0.050379032873619556,0.07420768671436549
18,0.021348971368656173,0.050379032873619556,0.07420768671436549,0.10474222952479283
19,0.050379032873619556,0.07420768671436549,0.10474222952479283,0.027246377393812547
20,0.07420768671436549,0.10474222952479283,0.027246377393812547,0.05608360818405692
21,0.10474222952479283,0.027246377393812547,0.05608360818405692,0.05491356764943376
22,0.027246377393812547,0.05608360818405692,0.05491356764943376,0.22787568846591116
23,0.05608360818405692,0.05491356764943376,0.22787568846591116,0.055309272345263394
24,0.05491356764943376,0.22787568846591116,0.055309272345263394,0.02137307520799605
25,0.22787568846591116,0.055309272345263394,0.02137307520799605,0.15705559550543743
26,0.055309272345263394,0.02137307520799605,0.15705559550543743,0.023946160057527834
27,0.02137307520799605,0.15705559550543743,0.023946160057527834,0.021643239073930495
28,0.15705559550543743,0.023946160057527834,0.021643239073930495,0.10789782382503828
29,0.023946160057527834,0.021643239073930495,0.10789782382503828,0.03414208409829546
30,0.021643239073930495,0.10789782382503828,0.03414208409829546,0.24344676867947118
31,0.10789782382503828,0.03414208409829546,0.24344676867947118,0.035406531336999794
32,0.03414208409829546,0.24344676867947118,0.035406531336999794,0.04063606014711377
33,0.24344676867947118,0.035406531336999794,0.04063606014711377,0.017052462006323245
34,0.035406531336999794,0.04063606014711377,0.017052462006323245,0.016408688630620717
35,0.04063606014711377,0.017052462006323245,0.016408688630620717,0.26136696890203
36,0.017052462006323245,0.016408688630620717,0.26136696890203,0.04517461222948462
37,0.016408688630620717,0.26136696890203,0.04517461222948462,0.012213616258843096
38,0.26136696890203,0.04517461222948462,0.012213616258843096,0.02588350614447038
39,0.04517461222948462,0.012213616258843096,0.02588350614447038,0.06489255713614252
40,0.012213616258843096,0.02588350614447038,0.06489255713614252,0.01410074601382757
41,0.02588350614447038,0.06489255713614252,0.01410074601382757,0.020993439738393
42,0.06489255713614252,0.01410074601382757,0.020993439738393,0.034934497816593885
43,0.01410074601382757,0.020993439738393,0.034934497816593885,0.02494446073685437
44,0.020993439738393,0.034934497816593885,0.02494446073685437,0.026172752216548897
45,0.034934497816593885,0.02494446073685437,0.026172752216548897,0.01636449825849761
46,0.02494446073685437,0.026172752216548897,0.01636449825849761,0.24413874973385347
47,0.026172752216548897,0.01636449825849761,0.24413874973385347,0.11078425858598845
48,0.01636449825849761,0.24413874973385347,0.11078425858598845,0.01787701417707484
49,0.24413874973385347,0.11078425858598845,0.01787701417707484,0.009421588201974104
50,0.11078425858598845,0.01787701417707484,0.009421588201974104,0.0032148495719559866
51,0.01787701417707484,0.009421588201974104,0.0032148495719559866,0.032122383226941664
52,0.009421588201974104,0.0032148495719559866,0.032122383226941664,0.01834402606428494
53,0.0032148495719559866,0.032122383226941664,0.01834402606428494,0.0054675542235952486
54,0.032122383226941664,0.01834402606428494,0.0054675542235952486,0.0052958143682986306
55,0.01834402606428494,0.0054675542235952486,0.0052958143682986306,0.003986172430832024
56,0.0054675542235952486,0.0052958143682986306,0.003986172430832024,0.004106691627531405
57,0.0052958143682986306,0.003986172430832024,0.004106691627531405,0.004388907413135789
58,0.003986172430832024,0.004106691627531405,0.004388907413135789,0.018824094197804144
59,0.004106691627531405,0.004388907413135789,0.018824094197804144,0.009414557915499975
60,0.004388907413135789,0.018824094197804144,0.009414557915499975,0.022048987036151744
61,0.018824094197804144,0.009414557915499975,0.022048987036151744,0.0438157582866991
62,0.009414557915499975,0.022048987036151744,0.0438157582866991,0.020536471117574513
63,0.022048987036151744,0.0438157582866991,0.020536471117574513,0.008665330242685489
64,0.0438157582866991,0.020536471117574513,0.008665330242685489,0.07120475006327259
65,0.020536471117574513,0.008665330242685489,0.07120475006327259,0.018185342455297425
66,0.008665330242685489,0.07120475006327259,0.018185342455297425,0.03883028084990137
67,0.07120475006327259,0.018185342455297425,0.03883028084990137,0.001651112994781519
68,0.018185342455297425,0.03883028084990137,0.001651112994781519,0.006420660204159519
69,0.03883028084990137,0.001651112994781519,0.006420660204159519,0.017919195895919626
70,0.001651112994781519,0.006420660204159519,0.017919195895919626,0.0016711995275647492
71,0.006420660204159519,0.017919195895919626,0.0016711995275647492,0.008244517380876818
72,0.017919195895919626,0.0016711995275647492,0.008244517380876818,0.013451951004929236
73,0.0016711995275647492,0.008244517380876818,0.013451951004929236,0.07633585486274873
74,0.008244517380876818,0.013451951004929236,0.07633585486274873,0.3269736022786163
75,0.013451951004929236,0.07633585486274873,0.3269736022786163,0.05121262398412361
76,0.07633585486274873,0.3269736022786163,0.05121262398412361,0.031829119848306504
77,0.3269736022786163,0.05121262398412361,0.031829119848306504,0.05095852934441574
78,0.05121262398412361,0.031829119848306504,0.05095852934441574,0.018057792972123912
79,0.031829119848306504,0.05095852934441574,0.018057792972123912,0.01222265519859555
80,0.05095852934441574,0.018057792972123912,0.01222265519859555,0.05650241239258727
81,0.018057792972123912,0.01222265519859555,0.05650241239258727,0.06826207301052938
82,0.01222265519859555,0.05650241239258727,0.06826207301052938,0.286116590270887
83,0.05650241239258727,0.06826207301052938,0.286116590270887,0.1740578411798026
84,0.06826207301052938,0.286116590270887,0.1740578411798026,0.014648104032170591
85,0.286116590270887,0.1740578411798026,0.014648104032170591,0.03352141023529365
86,0.1740578411798026,0.014648104032170591,0.03352141023529365,0.00577487817517867
